ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0868244341,Toddler Taming: The Guide to Your Child from One to Four,Christopher Green,2000,Transworld Publishers (Division of Random House Australia)
0425147754,Seafire,John E. Gardner,1995,Berkley Publishing Group
9723704242,"O conto da ilha desconhecida (Cadernos do PavilhÃÂ£o de Portugal, EXPO'98)",JosÃÂ© Saramago,1997,AssÃÂ­rio & Alvim
0375750363,Confessions of a Philosopher : A Personal Journey Through Western Philosophy from Plato to Popper (Modern Library (Paperback)),BRYAN MAGEE,1999,Modern Library
0310235588,Dark Moon,Alton Gansky,2002,Zondervan Publishing Company
067960166X,"The Basic Writings of Sigmund Freud (Psychopathology of Everyday Life, the Interpretation of Dreams, and Three Contributions To the Theory of Sex)",Sigmund Freud,1995,Modern Library
2070368696,Le Diable et le bon Dieu,Jean-Paul Sartre,2000,Gallimard
0030617316,"Unfortunately, She Was Also Wired for Sound (A Doonesbury book / by G.B. Trudeau)",G. B. Trudeau,1982,Henry Holt & Co
0030597889,In Search of Reagan's Brain (Doonesbury Book / By G.B. Trudeau),Gary Trudeau,1981,Henry Holt & Co
0679602860,Don Quixote de La Mancha (Modern Library),Miguel De Cervantes Saavedra,1998,Modern Library
0373289111,"Norman'S Heart (Harlequin Historical, No 311)",Molly Moore,1996,Harlequin
0345330315,Naked Sun,Isaac Asimov,1985,Del Rey Books
0425064352,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1983,Penguin Putnam~mass
0671002597,Battle Lines (Star Trek: Voyager),Dave Galanter,1999,Star Trek
0505523426,The Changeling Bride (Timeswept),Lisa Cach,1999,Love Spell
0786002832,Dangerous,Fabio,1996,Pinnacle Books
0618154000,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2001,Houghton Mifflin Company
0446356077,Nightrose,Dorothy Garlock,1990,Warner Books
084394305X,Warrior's Lady,Madeline Baker,1997,Leisure Books
068813355X,Tik-Tok of Oz (Books of Wonder),L. Frank Baum,1996,HarperCollins
0380755025,Prince of Chaos (Chronicles of Amber),R. Zelazny,1996,Harper Mass Market Paperbacks (Mm)
0380896362,Blood of Amber (Chronicles of Amber),Roger Zelazny,1995,Harper Mass Market Paperbacks (Mm)
1893956237,After Dachau: A Novel,Daniel Quinn,2002,Context Books
0156027461,House Under Snow (Harvest Book),Jill Bialosky,2003,Harvest Books
093158096X,Do It!: Let's Get Off Our Buts,John Roger McWilliams,1992,Prelude Press
8401499143,YÃÂ¡iza,Alberto Vazquez-Figueroa,1984,Aims Intl Books
3442415438,Voll im Bilde. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1993,Goldmann
014039057X,Selected Tales and Sketches (Penguin Classics),Nathaniel Hawthorne,1987,Penguin Books
0192752111,The Bread Winner,Deborah Ellis,2001,Oxford University Press
0440204100,Dear Bruce Springsteen,Kevin Major,1990,Laurel-Leaf Books
0441167306,Dream Park,Larry Niven,2003,Ace Books
1558746455,Chicken Soup for the Couple's Soul (Chicken Soup for the Soul),Jack Canfield,1999,HCI
0060830565,Black Boy,Richard Wright,0,Harpercollins Publisher
0192839306,The Wonderful Wizard of Oz (Oxford World's Classics),L. Frank Baum,2000,Oxford University Press
155013325X,Christmas Heirloom,Bryan,1992,H B Fenn & Co
0373243324,"Price Of Honor (Wilders Of Wyatt County) (Special Edition, 1332)",Janis Reams Hudson,2000,Silhouette
037351137X,Tallie'S Knight (Readers Choice) (Harlequin Regency Romance),Anne Gracie,2001,Harlequin
192975213X,Acts of the Apostles,John F. X. Sundman,1999,Rosalita Associates
0446604011,Dreamfall,Joan D. Vinge,1997,Aspect
0152024603,The Wizard's Dilemma: The Fifth Book in the Young Wizards Series,Diane Duane,2002,Magic Carpet Books
0380798921,Beneath the Ashes: : An Alaska Mystery,Sue Henry,2001,Avon
044921625X,Feather on the Moon,Phyllis A. Whitney,1994,Ivy Books
0969069502,Company's Coming: 150 Delicious Squares (Companys Coming No 1),Jean Pare,1981,Company's Coming Publishing
0836278739,Who Am I? Test Your Biography I.Q. (Who Am I? (Andrews & McMeel)),Kurt Rieschick,1999,Andrews McMeel Publishing
0517053608,"Charles Dickens Four Complete Novels (Great Expectations, Hard Times, A Christmas Carol, A Tale of Two Cities)",Charles Dickens,1991,Gramercy Books
0804804966,Read Japanese Today,Len Walsh,1969,Charles E. Tuttle Co.
0671741411,"A Call to Darkness (Star Trek The Next Generation, No 9)",Michael Jan Friedman,1991,Star Trek
0671741446,"Doomsday World (Star Trek The Next Generation, No 12)",David A. Carter,1991,Star Trek
3548252427,Das MÃ?ÃÂ¤dchen. (WeiÃ?Ã?er Umschlag).,Stephen King,2001,Ullstein Tb
1880032422,Creating Affluence: Wealth Consciousness in the Field of All Possibilities,Deepak Chopra,1993,New World Library
0880389125,The Gates of Thorbardin (Dragonlance: Heroes),Dan Parkinson,1990,Wizards of the Coast
0373196482,Her Secret Children,Judith Mcwilliams,2003,Silhouette
0020259409,NO FOOTPRINTS IN THE BUSH (Scribner Crime Classics),Arthur Upfield,1986,Touchstone
0373109539,"Hidden Treasures (Harlequin Presents, No 953)",Emma Goldrick,1987,Harlequin
0590139614,Northern Lights (His Dark Materials S.),Philip Pullman,1996,Scholastic Point
0060392983,The Rock Says...,The Rock,2000,ReganBooks
0670875708,The Measure of Our Days: New Beginnings at Life's End,Jerome Groopman,1997,Viking Books
0451527224,Tess of the D'Urbervilles: A Pure Woman (Signet Classics (Paperback)),Thomas Hardy,1999,Signet Classics
0877796165,Labels for Locals: What to Call People from Abilene to Zimbabwe,Paul Dickson,1997,Merriam-Webster
0140183884,The Man Who Was Thursday (20th-Century Classics),G.K. Chesterton,1990,Penguin Books
0806909668,Quotations With an Attitude: A Wickedly Funny Source Book,Roy L. Stewart,1995,Sterling Pub Co Inc
0425135268,In the Eye of the Storm: The Life of General H. Norman Schwarzkopf,Roger Cohen,1992,Berkley Pub Group
1565042492,Vampire : The Masquerade (Revised Edition),Justin Achilli,1998,White Wolf Games Studio
0812538951,Fall of Angels (Saga of Recluce),L. E. Modesitt Jr.,1997,Tor Fantasy
0863270433,Famine (Great Contemporary Authors),Liam O'Flaherty,2000,Irish American Book Company
0671042424,"Cold Wars (Star Trek New Frontier: Gateways, Book 6)",Peter David,2001,Star Trek
0960603034,Final Exit: The Practicalities of Self-Deliverance and Assisted Suicide for the Dying,Derek Humphry,1991,Carol Publishing Corporation
0060952784,Spam-Ku : Tranquil Reflections on Luncheon Loaf,John Cho,1998,Perennial
0061067156,Secret Circle Vol II: The Captive (Secret Circle),L. J. Smith,1992,Eos
0312973071,Allie's Moon,Alexis Harrington,2000,St. Martin's Press
0195074750,The World of Myth,David Adams Leeming,1992,Oxford University Press
0875428681,The Magician's Companion: A Practical and Encyclopedic Guide to Magical and Religious Symbolism (Llewellyn's Sourcebook Series),Bill Whitcomb,1993,Llewellyn Publications
0877738807,Start Where You Are,PEMA CHODRON,1994,Shambhala
0756401607,At the Edge of Space: Brothers of Earth/Hunter of Worlds,C. J. Cherryh,2003,Daw Books
0812570693,"Brotherhood of the Wolf (The Runelords, Book Two)",David Farland,2000,Tor Fantasy
1585675156,Calendar Girl,Tricia Stewart,2003,Overlook Press
0702233455,The Girl Most Likely,Rebecca Sparrow,2003,Intl Specialized Book Service Inc
0553273183,Great Sky River,Gregory Benford,1990,Spectra Books
0670864013,Becoming Visible : An Illustrated History of Lesbian and Gay Life in Twentieth-Century America,Molly McGarry,1998,Penguin USA
0786866683,The Last Samurai,Helen Dewitt,2000,Miramax
0451405986,Angel Rogue (Fallen Angels),Mary Jo Putney,1995,Topaz
0140077405,The Suicide Murders (Penguin Crime Fiction),Howard Engel,1985,Penguin Books Ltd
8466609474,Almas Gemelas,Deepak Chopra,2002,Ediciones B
1565922603,UNIX Power Tools,Jerry Peek,1997,O'Reilly
0743480554,CSI: Miami: Florida Getaway : Book One,Max Allan Collins,2003,Pocket Star
0671621955,PRINCESS,Jude Deveraux,1987,Pocket
0449910067,The Oracle Glass,Judith Merkle Riley,1995,Fawcett Books
0671578499,1632 (Assiti Shards (Hardcover)),Eric Flint,2000,Baen
0380704307,The Growing Pains of Adrian Mole,Sue Townsend,1987,Harpercollins Juvenile Books
1565922220,Sendmail,Bryan Costales,1997,O'Reilly
0671034898,The Einstein Papers,Craig Dirgo,1999,Atria
0452267587,It's a Cat's Life,David Sipress,1992,Penguin USA
0451158512,Fear of Flying,Erica Jong,1988,Penguin Putnam~mass
1565923928,JavaScript Definitive Guide,David Flanagan,1998,O'Reilly
0130333514,Linux: Rute User's Tutorial and Exposition (With CD-ROM),Paul Sheer,2001,Prentice Hall
0671888250,Geography Of Nowhere: The Rise And Declineof America'S Man-Made Landscape,James Howard Kunstler,1994,Free Press
0060916516,Jonah's Gourd Vine,Zora Neale Hurston,1990,Perennial
1565922573,Mastering Regular Expressions,Jeffrey E. F. Friedl,1997,O'Reilly
0743218795,It Takes a Village Idiot : A Memoir of Life After the City,Jim Mullen,2002,Simon & Schuster
0671026925,"Strange New Worlds, Vol. 2 (Star Trek)",Dean Wesley Smith,1999,Star Trek
0688032745,Four arguments for the elimination of television,Jerry Mander,1978,Morrow
0553234463,Homicide Trinity (Crime Line),Rex Stout,1993,Bantam Books
034529369X,Lilith: A Snake in the Grass,Jack L. Chalker,1981,Del Rey Books
8420442569,Sefarad: Una Novela De Novelas,Antonio Munoz Molina,2001,"Alfaguara Ediciones, S.A. (Spain)"
0307247058,Let's Party #1,R. L. Stine,1998,Golden Books Family Entertainment
8445073559,Solaris,Stanislav LEM,2003,Minotauro
014200443X,The Quality of Life Report,Meghan Daum,2004,Penguin Books
0439148006,Ramona The Brave,Beverly Cleary,1975,Scholastic
0671724584,The Eagle Has Flown,Jack Higgins,1991,Simon & Schuster
0393048446,Blue at the Mizzen (Aubrey/Maturin Series (Cloth)),Patrick O'Brian,1999,W.W. Norton & Company
1557987912,"Publication Manual of the American Psychological Association, Fifth Edition",American Psychological Association,2001,American Psychological Association (APA)
0226104036,The Chicago Manual of Style,University of Chicago Press Staff,2003,University of Chicago Press
156389517X,Midnight Days,Neil Gaiman,2000,DC Comics
0671878611,The Ship Avenged,S.M. Stirling,1998,Baen
0375725334,Lake Effect,Rich Cohen,2003,Vintage Books USA
3442127165,"Sieben Experimente, die die Welt verÃ?ÃÂ¤ndern kÃ?ÃÂ¶nnten.",Rupert Sheldrake,1997,Goldmann
0062500821,Goddesses in Everywoman: A New Psychology of Women,Jean Shinoda Bolen,1984,Harpercollins
0671758837,Star Trek VI The Undiscovered Country (Star Trek),J.M. Dillard,1992,Pocket
1582970254,Word Painting: A Guide to Writing More Descriptively,Rebecca McClanahan,2000,Writer's Digest Books
0140189440,Humboldt's Gift (Penguin Twentieth-Century Classics),Saul Bellow,1996,Penguin Books
0916441865,In His Steps: What Would Jesus Do?,Charles Monroe Sheldon,1988,Barbour Bargain Books
0440218012,Ancient Secrets of the Bible,Charles E. Sellier,1994,Dell Publishing Company
0747517150,Under the Vulcania,Maureen Freely,1994,Bloomsbury
074343966X,Still Waters,Jennifer Lauck,2002,Washington Square Press
1888173459,The Inn at the Edge of the World (Common Reader Editions),Alice Thomas Ellis,2000,Akadine Press
0060392665,I Refuse to Raise a Brat: Straightforward Advice on Parenting in an Age of Overindulgence,Marilu Henner,1999,ReganBooks
2277300098,Romeo Et Juliette,William Shakespeare,0,Editions 84
0373835671,Christmas Wishes,Betty Neels,2003,Harlequin
0425186776,Last Man Down: A New York City Fire Chief and the Collapse of the World Trade Center,Richard Picciotto,2002,Berkley Publishing Group
0385294182,Secrets,Danielle Steel,1985,Bantam Books
3442444438,Galapagos. Roman.,Kurt Vonnegut,1999,Goldmann
1562920960,God's Little Devotional Book (God's Little Devotional Books),Honor Books,1995,Honor Books (OK)
0061012475,Dead Silence,Ron Handberg,1999,HarperTorch
2290315478,La virevolte,Nancy Huston,1999,J'ai lu
1401201407,Elfquest: The Grand Quest - Volume Three (Elfquest: The Grand Quest),Wendy Pini,2004,DC Comics
0765340135,"The Shadow Sorceress (The Spellsong Cycle, Book 4)",L. E. Modesitt Jr.,2002,Tor Fantasy
0452284198,The 25th Hour,David Benioff,2002,Plume Books
8420639540,"Comunicacion No Verbal, La",Flora Davis,2001,Alianza
0385079664,The Sufis,I. Shah,1971,Anchor
0786916087,"The Chaos Curse (Forgotten Realms:  The Cleric Quintet, Book 5)",R. A. Salvatore,2000,Wizards of the Coast
0786916079,"The Fallen Fortress (Forgotten Realms:  The Cleric Quintet, Book 4)",R. A. Salvatore,2000,Wizards of the Coast
0786916052,"In Sylvan Shadows (Forgotten Realms:  The Cleric Quintet, Book 2)",R. A. Salvatore,2000,Wizards of the Coast
3829028911,Drive by Shootings : Photographs by a New York Taxi Driver,David Bradford,2000,Konemann
3442437474,Der Renner.,Tom Sharpe,1999,Goldmann
1583220577,The Ralph Nader Reader,Ralph Nader,2000,Seven Stories Press
0689815433,"Don't You Dare Read This, Mrs. Dunphrey",Margaret Peterson Haddix,1997,Simon Pulse
3442426677,Die GrastÃ?ÃÂ¤nzer.,Susan Power,1997,Goldmann
3442352436,Star Wars Episode 1. Die dunkle Bedrohung.,Terry Brooks,1999,Goldmann
0671758799,Cages (FRIGHTMARES),Peg Kehret,1993,Aladdin
0805067205,Balsamic Dreams: A Short But Self-important History of the Baby Boomer Generation,Joe Queenan,2001,Henry Holt & Company
0765341956,Psychohistorical Crisis,Donald Kingsbury,2002,Tor Books
0618153985,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. Tolkien,2001,Houghton Mifflin Company
0380803100,Kiss the Girls and Make Them Spy: An Original Jane Bond Parody,Mabel Maney,2001,Perennial Currents
3453075633,Star Trek. Mission Farpoint / Die FriedenswÃ?ÃÂ¤chter / Die Kinder von Hamlin.,David Gerrold,1994,Heyne
156076905X,"The Medusa Plague (Dragonlance Defenders of Magic, Vol. 2)",Mary Kirchoff,1994,Wizards of the Coast
1565924274,Unix in a Nutshell: A Desktop Quick Reference for SVR4 and Solaris 7 (3rd Edition),Arnold Robbins,1999,O'Reilly
0679722327,"Adam, Eve, and the Serpent",Elaine Pagels,1989,Vintage Books USA
034540324X,The Mummers' Curse: An Amanda Pepper Mystery (Amanda Pepper Mysteries (Paperback)),Gillian Roberts,1997,Fawcett Books
0140707050,Macbeth (New Penguin Shakespeare),William Shakespeare,1981,Penguin Books
0451208285,Sylvia Browne's Book of Dreams,Sylvia Browne,2003,Signet Book
0875421210,Earth Power: Techniques of Natural Magic (Llewellyn's Practical Magick),Scott Cunningham,1983,Llewellyn Publications
0312977646,A Deadly Affair (St. Martin's True Crime Library),Tom Henderson,2001,St. Martin's Paperbacks
0440217687,The Secret Ingredient Murders : A Eugenia Potter Mystery,NANCY PICKARD,2002,Dell
0440123046,"The Empire Builders (Australians, Vol 9)",William Stuart Long,1987,Dell Publishing Company
0395939461,The Silmarillion (Illustrated Edition),J.R.R. Tolkien,1998,Houghton Mifflin Co
0807046310,The Vulnerable Observer: Anthropology That Breaks Your Heart,Ruth Behar,1997,Beacon Press
0553379798,"Newcomer's Guide to the Afterlife: On the Other Side Known Commonly As \The Little Book\""""",DANIEL QUINN,1998,Bantam
0739413317,Crazy Ladies,Michael Lee West,0,Harper Collins Publishers
0449150380,Hellion,Bertrice Small,1997,Ivy Books
0310222656,Forgiving the Dead Man Walking,Debbie Morris,1998,Zondervan
0140169636,The New York Trilogy: City of Glass/ Ghosts/ the Locked Room,Paul Auster,1990,Penguin USA
0002255014,"Leaning, leaning over water: A novel in ten stories",Frances Itani,1998,HarperCollins
8420447625,Noche De Viernes,Jordi Sierra,1995,Santillana USA Pub Co Inc
8420447978,Rebeldes,S. E. Hinton,1994,Bilingual Education Serv
3499154277,"Die Farbe Lila (Fiction, Poetry and Drama)",Walker,0,Rowohlt Taschenbuch Verlag GmbH
0374522243,Majoring in the Rest of Your Life: Career Secrets for College Students,Carol Carter,1990,Farrar Straus & Giroux
9500718863,Retrato En Sepia,Isabel Allende,2000,Sudamericana
0140714189,A Midsummer Night's Dream (The Pelican Shakespeare),William Shakespeare,1988,Penguin Books
0449130509,Winterbourne,Susan Carroll,1987,Fawcett
0380795817,My Wicked Fantasy (Avon Romantic Treasure),Karen Ranney,1998,Avon
0895773066,Great Recipes for Good Health,Reader's Digest,1989,Putnam Pub Group
0553580558,Death Train to Boston (Fremont Jones Mysteries (Paperback)),DIANNE DAY,2000,Bantam
0441008275,King Kelson's Bride,Katherine Kurtz,2001,Ace Books
0448413256,Mummies (All Aboard Reading),Joyce Milton,1996,Grosset & Dunlap
0345337727,"The Unabridged, Uncensored, Unbelievable Garfield",Jim Davis,1986,Ballantine Books
9722107909,Terra sonÃÂ¢mbula: Romance (Uma Terra sem amos),Mia Couto,1992,Caminho
0310235928,Cape Refuge,Terri Blackstock,2002,Zondervan Publishing Company
1560764198,"Fallen Fortress (Forgotten Realms : Cleric Quintet, Book Four)",R.A. Salvatore,1993,TSR
0312930429,The Coelura,Anne McCaffrey,1987,St Martins Pr
0380754126,Improbable Cause,J.A. Jance,1988,Avon
0345272560,Tolkien: A Biography,Humphrey Carpenter,1978,Ballantine Books
0486276880,159 Celtic Designs (Dover Pictorial Archive),Amy L. Lusebrink,1993,Dover Publications
0753804689,An Immoral Code,Caro Fraser,1999,"Acacia Press, Inc."
0374103828,Hooking Up,Tom Wolfe,2000,"Farrar, Straus and Giroux"
044990508X,Spider Woman's Granddaughters: Traditional Tales and Contemporary Writing by Native American Women,Paula Gunn Allen,1990,Ballantine Books
0345329015,Seven Arrows,HYEMEYOHSTS STORM,1985,Ballantine Books
0749317647,Slow Waltz in Cedar Bend,Robert James Waller,1995,Mandarin
1591852803,That End of Lilac Lane,Sharon Schuller Kiser,2003,Creation House Press
0375725164,Bluesman (Vintage Contemporaries),Andre Dubus III,2001,Vintage Books USA
